Sexe,Année de naissance,Commune,Situation familiale,Habitat,Catégorie socioprofessionnelle,Nationalité,Nombre d'enfant(s),Date du contact,1er contact,Motif,Violences,Produits addictifs,Envoyé(e) par institution,age_contact
F,1958,Nouméa,Union libre,Locataire,Employé-e,,,2014-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,56
M,1958,Mont dore,Union libre,,Employé-e,FRANCAISE,,2012-01,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,54
F,1957,Nouméa,Marié(e),Propriétaire,Employé-e,FRANCAISE,4,2012-04,True,Mixte,"Verbales,Psychologiques",alcool,Travailleurs sociaux,54
M,1957,Nouméa,Célibataire,Locataire,Retraité-e,,2,2012-11,True,Mixte,"Verbales,Psychologiques",,Entourage,55
M,1957,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,4,2011-05,False,Auteur,"Psychologiques,Physiques",,Tribunal,53
F,1957,Nouméa,Marié(e),,,,,2010-01,True,Victime,"Physiques,Verbales",alcool,Tribunal,52
F,1957,Dumbéa,Marié(e),Locataire,Animatrice-eur,,4,2023-03,False,Victime,"Psychologiques,Menaces de mort",,Associations,66
F,1956,Boulouparis,Marié(e),,Sans Emploi,,3,2013-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,56
F,1956,Paita,Marié(e),Locataire,Sans Emploi,FRANCAISE,2,2011-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,54
M,1956,Dumbéa,Marié(e),Squat,Employé-e,FRANCAISE,,2009-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,53
F,1956,Nouméa,Veuf/veuve,,Employé-e,,1,2014-10,True,Victime,"Abandon de famille,Psychologiques",,Tribunal,58
F,1956,Nouméa,Marié(e),,Sans Emploi,FRANCAISE,5,2011-03,True,Mixte,"Verbales,Psychologiques",,Travailleurs sociaux,54
M,1956,,Marié(e),,Retraité-e,FRANCAISE,1,2009-01,True,Autre,Physiques,,Entourage,52
F,1956,Paita,Union libre,Propriétaire,Retraité-e,FRANCAISE,,2016-11,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",alcool,Police,60
F,1955,Mont dore,Marié(e),,Femme de menage,,4,2015-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,59
F,1955,Paita,Union libre,Hébergé,Sans Emploi,,,2013-06,True,Mixte,"Verbales,Psychologiques",,Entourage,57
F,1955,Nouméa,Marié(e),Hébergé,Employé-e,FRANCAISE,3,2010-12,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,55
F,1955,Nouméa,Divorcé(e),Propriétaire,Profession intermédiaire,,,2014-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,58
F,1955,Nouméa,Marié(e),,Sans Emploi,,,2013-01,True,Victime,"Verbales,Psychologiques,Physiques,Économiques",,Tribunal,57
F,1955,Paita,Marié(e),Hébergé,Retraité-e,,1,2021-04,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques,Administratives",,,66
F,1955,Nouméa,Marié(e),,Chômage,FRANCAISE,3,2012-07,True,Mixte,"Psychologiques,Économiques",médicaments,Associations,57
M,1955,Mont dore,Marié(e),Propriétaire,,FRANCAISE,2,2018-07,True,Auteur,"Psychologiques,Verbales",,Entourage,63
M,1955,Nouméa,Marié(e),Locataire,Retraité-e,FRANCAISE,,2011-05,True,Auteur,"Verbales,Psychologiques,Psychologiques",alcool,Tribunal,56
F,1954,Tontouta,Marié(e),Hébergé,Employé-e,FRANCAISE,,2010-03,True,Auteur,"Verbales,Physiques",,Tribunal,55
M,1954,Dumbéa,Union libre,,Employé-e,FRANCAISE,4,2010-05,True,Auteur,Physiques,,Tribunal,56
M,1954,Bourail,Marié(e),Propriétaire,Retraité-e,,2,2019-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,65
M,1954,Nouméa,Marié(e),,,VANUATAISE,,2009-05,False,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,55
F,1953,Nouméa,Union libre,Hébergé,Retraité-e,FRANCAISE,2,2016-12,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Entourage,63
M,1953,Nouméa,,Locataire,Employé-e,VANUATAISE,3,2010-04,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,57
F,1952,Dumbéa,Marié(e),Hébergé,Retraité-e,,4,2017-11,True,Mixte,"Verbales,Psychologiques",,Entourage,64
M,1952,Poindimié,Séparé(e),,,FRANCAISE,1,2011-06,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,58
F,1952,Nouméa,Divorcé(e),Locataire,Retraité-e,,,2015-01,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,62
M,1952,Nouméa,Marié(e),,Retraité-e,,,2013-03,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,60
F,1952,Nouméa,Marié(e),,Retraité-e,,,2016-04,False,Mixte,Psychologiques,alcool,Entourage,63
F,1952,Nouméa,Marié(e),Propriétaire,Retraité-e,,2,2014-02,True,Mixte,Psychologiques,,Spontanée,62
F,1952,Thio,Célibataire,,Employé-e,,,2014-12,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,62
F,1952,Boulouparis,Marié(e),Propriétaire,Retraité-e,FRANCAISE,,2009-06,True,Auteur,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques",,Tribunal,57
F,1951,Nouméa,Divorcé(e),Propriétaire,Retraité-e,MALGACHE,2,2012-02,True,Mixte,Psychologiques,,,60
M,1951,Dumbéa,Célibataire,Hébergé,Retraité-e,,,2013-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,61
M,1951,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,7,2012-03,True,Auteur,Physiques,alcool,Tribunal,60
F,1951,,Marié(e),,,FRANCAISE,,2010-01,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Entourage,58
M,1951,Mont dore,Marié(e),,Retraité-e,,0,2013-10,True,Victime,"Physiques,Menaces de mort",,Tribunal,62
M,1951,Nouméa,Union libre,Propriétaire,Retraité-e,VANUATAISE,,2012-04,True,Auteur,"Verbales,Physiques",alcool,Tribunal,60
F,1951,Nouméa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,,2009-11,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,58
M,1950,Dumbéa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,3,2022-09,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort",,,72
F,1949,Nouméa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,2,2016-12,False,Mixte,"Verbales,Psychologiques",,Police,67
F,1949,Nouméa,Marié(e),,Employé-e,,3,2017-08,True,Mixte,Psychologiques,,Spontanée,68
M,,Dumbéa,Marié(e),,Retraité-e,FRANCAISE,3,,True,Autre,"Verbales,Psychologiques",,Entourage,
M,1947,Nouméa,Marié(e),Locataire,Retraité-e,,,2014-05,True,Mixte,Psychologiques,,Police,66
F,1947,Ouegoa,Union libre,,Sans Emploi,FRANCAISE,,2011-05,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,64
F,1947,Nouméa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,,2011-09,True,Mixte,"Verbales,Psychologiques",,Spontanée,64
F,1946,Dumbéa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,,2012-03,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Professionnels de santé,65
F,1946,Nouméa,Marié(e),Locataire,Retraité-e,,3,2014-05,False,Mixte,"Verbales,Psychologiques",,Professionnels de santé,67
F,1946,Dumbéa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,2,2016-03,True,Mixte,Psychologiques,,Spontanée,69
F,1946,Nouméa,Veuf/veuve,Propriétaire,Retraité-e,,,2018-08,True,Mixte,"Psychologiques,Verbales",,Entourage,71
F,1946,Nouméa,Marié(e),,Retraité-e,,,2013-04,True,Mixte,Psychologiques,,Entourage,66
F,1946,Nouméa,Marié(e),Propriétaire,Retraité-e,FRANCAISE,1,2017-04,True,Mixte,"Psychologiques,Physiques",,Entourage,71
F,1945,Nouméa,Union libre,,Sans Emploi,,,2013-01,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,67
M,1945,Bourail,,,,FRANCAISE,,2010-06,True,Autre,"Verbales,Psychologiques",,Travailleurs sociaux,65
F,1942,,Marié(e),,Retraité-e,,,2014-07,True,Mixte,"Verbales,Psychologiques",,Centre d'information des droits des femmes et égalité,71
F,,Mont dore,Marié(e),,Retraité-e,,3,,False,,,,,
F,1939,Nouméa,Marié(e),Locataire,Retraité-e,FRANCAISE,,2011-10,True,Auteur,,,Services Province Sud,72
F,1934,,Veuf/veuve,Hébergé,Retraité-e,FRANCAISE,,2009-03,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,75
F,1887,Nouméa,Union libre,Hébergé,,FRANCAISE,1,2022-02,True,Mixte,,,Tribunal,134
F,,Mont dore,Union libre,Locataire,Employé-e,,,2014-07,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Centre d'information des droits des femmes et égalité,
M,,,Union libre,,,FRANCAISE,,2010-12,True,Autre,,,,
F,,,Union libre,,,FRANCAISE,2,2011-08,True,Mixte,"Verbales,Psychologiques,Physiques",drogue,,
F,,,Union libre,,,,,2016-09,True,Mixte,,,Police,
F,,,Union libre,,Profession libérale,FRANCAISE,2,2011-03,True,Mixte,,,,
F,,,Union libre,,,FRANCAISE,,2010-06,True,Mixte,Psychologiques,,Entourage,
F,,,Union libre,,,FRANCAISE,,2010-09,False,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,
F,,Nouméa,Union libre,Hébergé,Ouvrier-ère,FRANCAISE,0,2012-09,True,Victime,Physiques,alcool,Tribunal,
F,,Nouméa,Union libre,Locataire,Employé-e,,2,2021-02,True,Mixte,Intrafamiliales,,Centre d'information des droits des femmes et égalité,
F,,Mont dore,Union libre,Locataire,Employé-e,,1,2018-12,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques,Menaces de mort",drogue,Professionnels de santé,
F,,Dumbéa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-03,False,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,
F,,Dumbéa,Union libre,Locataire,Employé-e,,5,2021-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,
M,,Nouméa,Union libre,Locataire,Employé-e,,1,2020-07,True,Auteur,"Physiques,Verbales",,Tribunal,
M,,Nouméa,Union libre,,Ouvrier-ère,FRANCAISE,2,2010-03,True,Autre,"Verbales,Psychologiques,Physiques",,Police,
F,,,Union libre,,,,,2015-09,True,Victime,Physiques,,Tribunal,
F,,,Union libre,Hébergé,Sans Emploi,,,2020-07,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,,
F,,,Union libre,,,FRANCAISE,,,True,,,,,
F,,,Union libre,,Enseignant-e public,,,2013-06,True,Mixte,Psychologiques,,Professionnels de santé,
F,,Nouméa,Union libre,Squat,,FRANCAISE,2,2010-04,True,Mixte,"Verbales,Physiques,Physiques",,Travailleurs sociaux,
F,,Ile des pins,Union libre,Propriétaire,Sans Emploi,FRANCAISE,2,2011-02,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,,
F,,,Union libre,Hébergé,Sans Emploi,,3,2018-01,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,,
F,,Nouméa,Union libre,Hébergé,Scolarisé-e,,,2022-04,True,Victime,"Verbales,Psychologiques,Sexuelles,Administratives,Physiques,Menaces de mort",,Entourage,
F,,,Union libre,,,,1,2010-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,
F,,Nouméa,Union libre,,Aide soignant,,0,2023-11,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,
F,,Nouméa,Union libre,Hébergé,Employé-e,FRANCAISE,1,2011-03,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",alcool,Institutions,
F,,,Union libre,,,FRANCAISE,3,2008-12,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,
F,,,Union libre,,,,,2014-01,True,Mixte,"Physiques,Psychologiques,Physiques,Économiques,Sexuelles",,Spontanée,
F,,Dumbéa,Union libre,Squat,Sans Emploi,,1,2014-03,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,
M,,Boulouparis,Union libre,,,,2,2016-08,True,Auteur,Physiques,,Travailleurs sociaux,
M,,,Union libre,,,FRANCAISE,,2017-03,True,Mixte,Psychologiques,,,
F,,Nouméa,Union libre,Locataire,Sans Emploi,,6,2019-02,True,Mixte,"Verbales,Psychologiques,Physiques,Sur enfants,Attouchement sur enf",,Professionnels de santé,
F,,Nouméa,Union libre,Locataire,,FRANCAISE,1,2009-12,True,Victime,"Verbales,Physiques",,Tribunal,
F,,,Union libre,Hébergé,,,2,2010-04,True,Mixte,Physiques,drogue,Entourage,
M,,,Union libre,,,FRANCAISE,,2010-10,True,Autre,,,Entourage,
M,,Nouméa,Union libre,Squat,Sans Emploi,,1,2023-07,False,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,
F,,Ouvéa,Union libre,Hébergé,Sans Emploi,,3,2013-12,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,
M,,Dumbéa,Union libre,Propriétaire,Employé-e,,,2019-09,True,Auteur,,,,
F,,,Union libre,,,FRANCAISE,,,False,,,,,
F,,Dumbéa,Union libre,,,FRANCAISE,1,,True,Victime,"Psychologiques,Physiques",,Tribunal,
F,,Dumbéa,Union libre,,,,,,False,,,,,
F,,,Union libre,Locataire,Cadre,,,2018-06,False,,"Verbales,Psychologiques,Physiques,Économiques",,Entourage,
M,,,Union libre,,,,0,2015-11,True,Auteur,,,Tribunal,
M,,,Séparé(e),,,,,2019-04,True,Auteur,"Verbales,Psychologiques",,Spontanée,
F,,Dumbéa,Séparé(e),Hébergé,Sans Emploi,,1,2013-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,
F,,Nouméa,Séparé(e),Squat,,FRANCAISE,1,2010-02,False,Mixte,"Verbales,Psychologiques",,,
F,,,Séparé(e),Hébergé,Sans Emploi,,3,2019-03,True,Mixte,"Verbales,Psychologiques,Physiques,Sur enfants",,Travailleurs sociaux,
F,,Mont dore,Séparé(e),,Profession intermédiaire,FRANCAISE,3,2022-10,True,Victime,"Verbales,Psychologiques,Menaces de mort",,Travailleurs sociaux,
F,,Nouméa,Séparé(e),Hébergé,Cuisinier,,5,2023-06,True,Victime,"Verbales,Psychologiques,Physiques",,,
F,,Nouméa,Séparé(e),Squat,Femme de service,,1,2021-04,True,Mixte,"Verbales,Physiques",alcool,Associations,
F,,,Séparé(e),,,FRANCAISE,,2017-03,True,Mixte,"Verbales,Psychologiques",,Police,
M,,,Séparé(e),,,FRANCAISE,,2011-06,True,Autre,"Verbales,Psychologiques,Physiques",,,
M,,Mont dore,Séparé(e),Hébergé,Employé-e,,1,2019-02,True,Auteur,"Verbales,Physiques",alcool,Service pénitentiaire d'insertion et de probation SPIP,
F,,Farino,Séparé(e),,,FRANCAISE,,2010-09,True,Mixte,"Verbales,Physiques,Psychologiques",,Entourage,
F,,,Pascé(e),Propriétaire,Enseignant-e public,,2,2015-02,True,Mixte,"Verbales,Psychologiques",,Entourage,
F,,Dumbéa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,,2010-08,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,
M,,Paita,Marié(e),Propriétaire,Employé-e,FRANCAISE,,2010-12,True,Auteur,,,Tribunal,
F,,,Marié(e),,,FRANCAISE,,2010-04,True,Mixte,"Physiques,Psychologiques,Économiques",alcool,Travailleurs sociaux,
F,,,Marié(e),,,FRANCAISE,,2010-11,True,Mixte,,,,
F,,Kouaoua,Marié(e),Hébergé,Sans Emploi,,2,2020-02,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques",,Services Province Sud,
F,,Mont dore,Marié(e),Locataire,Etudiant-e,,2,2017-05,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,,
F,,Dumbéa,Marié(e),Hébergé,,,3,2021-05,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",alcool,Police,
F,,Nouméa,Marié(e),Locataire,Sans Emploi,,2,2019-06,True,Mixte,"Verbales,Physiques,Sexuelles",,Police,
F,,,Marié(e),,,FRANCAISE,3,2009-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,
M,,,Marié(e),,,,,2016-10,True,Auteur,"Verbales,Psychologiques,Physiques",,Spontanée,
M,,,Marié(e),,,FRANCAISE,,2009-06,True,Autre,"Verbales,Psychologiques",,Professionnels de santé,
M,,Paita,Marié(e),Propriétaire,Employé-e,,2,2020-06,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Professionnels de santé,
M,,Mont dore,Marié(e),,Ouvrier-ère,,2,2014-03,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,
F,,Nouméa,Marié(e),Locataire,Femme de menage,,3,2014-07,False,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,
M,,Nouméa,Marié(e),,Sans Emploi,FRANCAISE,1,2012-11,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,
M,,,Marié(e),,,FRANCAISE,,2010-04,False,Autre,Physiques,,Entourage,
F,,,Marié(e),,Employé-e,FRANCAISE,2,2009-06,True,Mixte,,,Professionnels de santé,
M,,Nouméa,Marié(e),Propriétaire,,,,2019-08,True,Auteur,,,,
F,,Thio,Marié(e),,,,2,2014-01,True,Mixte,Physiques,alcool,Professionnels de santé,
F,,Yate,Marié(e),,Profession intermédiaire,FRANCAISE,4,2011-02,True,Mixte,"Physiques,Psychologiques",,Travailleurs sociaux,
M,,Nouméa,Marié(e),Locataire,,,4,2023-11,True,Auteur,,,Spontanée,
F,,Paita,Enfant,,,,,2018-11,True,Mixte,"Verbales,Psychologiques",,,
F,,,Divorcé(e),,,FRANCAISE,,2011-03,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,
F,,,,,,FRANCAISE,1,2010-04,True,Victime,"Verbales,Psychologiques,Physiques",,Associations,
F,,Nouméa,,Squat,Etudiant-e,,0,2015-01,True,Mixte,"Psychologiques,Psychologiques,Sexuelles",,Professionnels de santé,
F,,Mont dore,,,Employé-e,,,2013-04,True,Victime,Physiques,alcool,Tribunal,
F,,,,,,FRANCAISE,3,2011-01,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",médicaments,,
F,,Dumbéa,,,Profession libérale,,3,2014-01,False,Mixte,"Verbales,Psychologiques",,Spontanée,
F,,,,,,,,2016-12,True,Mixte,,,,
M,,,,,,,,2015-09,True,Auteur,Physiques,,Tribunal,
F,,Nouméa,,Propriétaire,Enseignant-e privé,,1,2023-06,True,Victime,,,,
F,,,,,,FRANCAISE,2,2011-09,True,Mixte,"Verbales,Psychologiques",,,
F,,,,,,,,2015-05,True,Mixte,,,,
F,,,,,,,,2016-03,True,Mixte,,,,
M,,,,,,FRANCAISE,1,2022-08,True,Auteur,Menaces de mort,,Service pénitentiaire d'insertion et de probation SPIP,
M,,Nouméa,,Locataire,Employé-e,FRANCAISE,3,2011-08,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,
M,,,,,,FRANCAISE,,2017-04,True,Auteur,Physiques,,,
F,,,,,,,,2016-03,True,Mixte,"Verbales,Physiques",,,
F,,,,,,,,2016-07,True,Mixte,,,,
F,,Nouméa,,,,,,2023-08,True,,,,Centre d'hébergement et de réinsertion social,
F,,,,,,,,2015-02,True,Mixte,,,,
F,,,,,,,,2010-02,True,Mixte,Psychologiques,,Entourage,
M,,Nouméa,,,,,3,2023-09,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,
F,,,,,,FRANCAISE,,2016-09,True,Mixte,"Verbales,Psychologiques",,,
F,,,,,,,,2010-09,False,Mixte,,,,
F,,,,,,,4,2017-01,True,Mixte,"Verbales,Physiques",,Spontanée,
F,,,,,,,,2015-01,False,Mixte,,,,
F,,Dumbéa,,Locataire,Ouvrier-ère,,1,2015-02,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,
F,,,,,,,,2010-04,True,Mixte,,,Entourage,
M,,,,,,FRANCAISE,,2010-11,True,Autre,,,,
F,,,,,,FRANCAISE,2,2010-08,True,Victime,"Verbales,Physiques",alcool,Tribunal,
F,,,,,,FRANCAISE,2,2011-08,True,Mixte,Psychologiques,,,
F,,,,,,FRANCAISE,,2010-10,False,,,,,
F,,,,,,,,2015-09,True,Mixte,,,,
M,,,,,,,,2016-03,True,Auteur,,,,
F,,,,,,,1,2017-01,False,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,
F,,,,,,,,2010-01,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,
M,,Nouméa,,,,FRANCAISE,2,,True,Auteur,"Verbales,Psychologiques",,,
M,,,,,,,,2017-04,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,
M,,,,,,,,2014-02,True,Auteur,Sur enfants,,,
F,,,,Locataire,Sans Emploi,,4,2023-06,True,Victime,,,Travailleurs sociaux,
M,,,,,,,,2010-06,True,Auteur,"Physiques,Verbales,Psychologiques",alcool,Tribunal,
F,,Mont dore,,Hébergé,Profession intermédiaire,,2,2016-12,True,Mixte,"Psychologiques,Verbales,Physiques,Sexuelles",,,
M,,,,,Profession intermédiaire,FRANCAISE,,2010-07,True,Autre,"Verbales,Psychologiques",,Police,
F,,La foa,,,,,,2020-06,True,Mixte,,,Travailleurs sociaux,
F,,,,,,,,2013-09,False,Mixte,Psychologiques,,Spontanée,
M,,,,,,,,2014-05,True,Mixte,Psychologiques,,,
F,,,,,,,2,2010-06,True,Mixte,Psychologiques,,Police,
F,,,,,,,2,2009-11,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,
F,,,,,,FRANCAISE,,2010-09,True,Mixte,,,,
F,,,,,,FRANCAISE,,2006-07,True,Mixte,,,Entourage,
F,,,,,,FRANCAISE,1,,False,,,,,
F,,,,,,,,2015-04,True,Mixte,,drogue,,
F,,,,Locataire,Profession intermédiaire,FRANCAISE,,2010-05,False,Mixte,"Verbales,Psychologiques,Physiques,Économiques",alcool,,
F,,,,,,FRANCAISE,,2017-02,False,Mixte,,,,
F,,,,,,FRANCAISE,,2017-03,True,Mixte,Physiques,,Police,
F,,Nouméa,,Locataire,,,,2021-11,True,Victime,,,Travailleurs sociaux,
,,Dumbéa,,Hébergé,Employé-e,,0,2014-01,True,Auteur,"Verbales,Psychologiques",alcool,Spontanée,
F,,,,,,,,2015-09,False,Victime,,,,
,,,,,,,,2015-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,
M,,,,,,,,,False,,,,,
M,,Nouméa,Marié(e),Propriétaire,Profession intermédiaire,FRANCAISE,2,2022-06,True,Auteur,Physiques,,Police,0
F,,Nouméa,,Locataire,Sans Emploi,FRANCAISE,1,2022-03,True,Victime,"Verbales,Psychologiques,Physiques",,,0
F,,Nouméa,Union libre,,,,,2020-03,True,Mixte,"Verbales,Physiques,Psychologiques",,Spontanée,0
M,,Mont dore,Union libre,,,,2,2014-02,True,Auteur,"Verbales,Physiques",,Tribunal,-5
F,,Dumbéa,,,,,,2019-10,True,,"Verbales,Psychologiques",,,3
M,2016,,Enfant,,,FRANCAISE,,2017-04,False,Mixte,"Psychologiques,Économiques",,Entourage,1
F,,Nouméa,,,,FRANCAISE,,2018-03,True,Enfant,,,,4
F,,Nouméa,Célibataire,,Sans Emploi,,1,2013-05,True,Mixte,"Psychologiques,Physiques",,Entourage,0
M,,,,,,,,2019-04,True,Enfant,Psychologiques,,Travailleurs sociaux,5
F,,Nouméa,,Hébergé,Scolarisé-e,,,2019-11,True,Mixte,Physiques,,Travailleurs sociaux,6
M,,Nouméa,,,,,,2019-10,True,Enfant,"Verbales,Psychologiques,Physiques",,Entourage,6
F,,Nouméa,,Hébergé,,,1,2018-09,True,Enfant,Physiques,,Entourage,5
F,,Paita,Enfant,,Scolarisé-e,,,,False,Mixte,"Psychologiques,Verbales",,Entourage,
F,,Nouméa,,,,,,2019-05,True,,Physiques,,Entourage,7
F,,Plum,,Hébergé,Scolarisé-e,,,2017-05,True,,,,,6
F,,Nouméa,,,,,,2019-09,True,,,,Entourage,9
F,,Mont dore,Célibataire,Hébergé,,,,2020-11,True,Mixte,Sexuelles,,Professionnels de santé,11
M,,Dumbéa,,,,FRANCAISE,,2017-06,True,Enfant,Psychologiques,,Entourage,8
M,,Dumbéa,,Hébergé,Scolarisé-e,FRANCAISE,,2017-06,True,Mixte,,,Entourage,8
M,,,,,,,,2020-05,False,,"Verbales,Psychologiques,Physiques",,Entourage,13
F,,Nouméa,,Hébergé,Scolarisé-e,,,2019-09,True,Enfant,"Verbales,Psychologiques,Physiques",,Entourage,12
F,2005,Nouméa,Union libre,Hébergé,,,,2023-12,True,Victime,"Verbales,Physiques",,Services Province Sud,18
F,,Nouméa,,Hébergé,Scolarisé-e,FRANCAISE,,2022-10,True,Victime,,,Entourage,17
F,2005,Dumbéa,Union libre,Hébergé,Sans Emploi,,1,2023-05,True,Victime,,Prise de produits,Travailleurs sociaux,18
M,,Nouméa,,Hébergé,,,,2017-10,True,,"Verbales,Psychologiques,Physiques",,Entourage,13
M,2004,Nouméa,Célibataire,,,FRANCAISE,,2022-08,True,Auteur,"Verbales,Physiques",,Travailleurs sociaux,18
